"sj","item","adv_type","adv_t","verb_t","gramm","ROI","label","fp","gp","tt","ri","ro"
"1","61","Deic","Past","Past","1","1","Con el cambio de la ley,",1221,1221,1221,0,0
"1","61","Deic","Past","Past","1","2","hace cuatro años",1295,1295,1295,0,0
"1","61","Deic","Past","Past","1","3","los mandatarios",1104,1104,1104,0,0
"1","61","Deic","Past","Past","1","4","conmutaron",653,653,653,0,0
"1","61","Deic","Past","Past","1","5","las sentencias",327,327,327,0,0
"1","61","Deic","Past","Past","1","6","de muerte.",640,640,640,0,0
"1","84","Deic","Past","Future","0","1","Como siempre,",698,698,698,0,0
"1","84","Deic","Past","Future","0","2","el invierno pasado",775,775,775,0,0
"1","84","Deic","Past","Future","0","3","las olas",299,299,299,0,0
"1","84","Deic","Past","Future","0","4","azotarán",579,579,579,0,0
"1","84","Deic","Past","Future","0","5","la barandilla",539,539,539,0,0
"1","84","Deic","Past","Future","0","6","del Paseo Nuevo.",552,552,552,0,0
"1","99","Deic","Future","Past","0","1","Durante las fiestas,",862,862,862,0,0
"1","99","Deic","Future","Past","0","2","la próxima semana",567,567,567,0,0
"1","99","Deic","Future","Past","0","3","los borrachos",555,555,555,0,0
"1","99","Deic","Future","Past","0","4","molestaron",670,670,670,0,0
"1","99","Deic","Future","Past","0","5","al personal",342,342,908,1,0
"1","99","Deic","Future","Past","0","6","de la oficina.",361,1450,884,0,1
"1","28","Non-deic","none","Past","1","1","Con mucha paciencia,",791,791,791,0,0
"1","28","Non-deic","none","Past","1","2","después de clase",502,502,502,0,0
"1","28","Non-deic","none","Past","1","3","los profesores",490,490,490,0,0
"1","28","Non-deic","none","Past","1","4","aclararon",475,475,475,0,0
"1","28","Non-deic","none","Past","1","5","las dudas",275,275,275,0,0
"1","28","Non-deic","none","Past","1","6","de los estudiantes.",419,419,419,0,0
"1","97","Deic","Future","Past","0","1","Por necesidad,",558,558,558,0,0
"1","97","Deic","Future","Past","0","2","en las próximas horas",835,835,835,0,0
"1","97","Deic","Future","Past","0","3","los jóvenes",390,390,390,0,0
"1","97","Deic","Future","Past","0","4","ocuparon",479,479,479,0,0
"1","97","Deic","Future","Past","0","5","la casa abandonada",666,666,666,0,0
"1","97","Deic","Future","Past","0","6","en Egia.",296,296,296,0,0
"1","34","Non-deic","none","Future","1","1","En el instituto,",576,576,576,0,0
"1","34","Non-deic","none","Future","1","2","al principio del mes",769,769,769,0,0
"1","34","Non-deic","none","Future","1","3","los estudiantes",521,521,521,0,0
"1","34","Non-deic","none","Future","1","4","afrontarán",513,513,513,0,0
"1","34","Non-deic","none","Future","1","5","una prueba final",748,748,748,0,0
"1","34","Non-deic","none","Future","1","6","muy dura.",223,223,223,0,0
"1","53","Deic","Past","Past","1","1","Tras perder una apuesta,",961,961,961,0,0
"1","53","Deic","Past","Past","1","2","hace cuatro semanas",959,959,959,0,0
"1","53","Deic","Past","Past","1","3","las amigas",350,350,350,0,0
"1","53","Deic","Past","Past","1","4","esquiaron",1748,1748,1748,0,0
"1","53","Deic","Past","Past","1","5","fuera de pista",1383,1383,1383,0,0
"1","53","Deic","Past","Past","1","6","en los Alpes.",255,255,255,0,0
"1","7","Deic","Future","Future","1","1","Antes de analizar los datos,",1225,1225,1225,0,0
"1","7","Deic","Future","Future","1","2","mañana",397,397,397,0,0
"1","7","Deic","Future","Future","1","3","los biólogos",286,286,286,0,0
"1","7","Deic","Future","Future","1","4","diferenciarán",684,684,1504,1,0
"1","7","Deic","Future","Future","1","5","las muestras buenas",141,2184,1364,0,1
"1","7","Deic","Future","Future","1","6","de las malas.",477,477,477,0,0
"1","89","Deic","Future","Past","0","1","En la catedral,",864,864,864,0,0
"1","89","Deic","Future","Past","0","2","el próximo jueves",606,606,606,0,0
"1","89","Deic","Future","Past","0","3","los monarcas",553,553,553,0,0
"1","89","Deic","Future","Past","0","4","sonrieron",596,596,596,0,0
"1","89","Deic","Future","Past","0","5","a los fotógrafos",445,445,445,0,0
"1","89","Deic","Future","Past","0","6","de la prensa.",265,265,265,0,0
"1","3","Deic","Future","Future","1","1","Durante la conferencia,",935,935,935,0,0
"1","3","Deic","Future","Future","1","2","el mes que viene",614,614,614,0,0
"1","3","Deic","Future","Future","1","3","los moderadores",563,563,1532,1,0
"1","3","Deic","Future","Future","1","4","centrarán",238,1810,841,0,1
"1","3","Deic","Future","Future","1","5","el debate",565,565,565,0,0
"1","3","Deic","Future","Future","1","6","en el cambio climático.",769,769,769,0,0
"1","39","Non-deic","none","Future","1","1","Para prevenir plagas,",842,842,842,0,0
"1","39","Non-deic","none","Future","1","2","en época de heladas",834,834,1061,1,0
"1","39","Non-deic","none","Future","1","3","los botánicos",197,805,578,0,1
"1","39","Non-deic","none","Future","1","4","aclimatarán",516,516,1087,1,0
"1","39","Non-deic","none","Future","1","5","las matas de tomate",182,2160,1589,0,1
"1","39","Non-deic","none","Future","1","6","al frío.",265,265,265,0,0
"1","20","Non-deic","none","Past","1","1","En Santiago de Compostela,",908,908,908,0,0
"1","20","Non-deic","none","Past","1","2","durante el invierno",663,663,663,0,0
"1","20","Non-deic","none","Past","1","3","los frailes",690,690,690,0,0
"1","20","Non-deic","none","Past","1","4","hospedaron",671,671,671,0,0
"1","20","Non-deic","none","Past","1","5","a los peregrinos",785,785,785,0,0
"1","20","Non-deic","none","Past","1","6","del Camino.",551,551,551,0,0
"1","87","Deic","Future","Past","0","1","Gracias a la beca,",814,814,814,0,0
"1","87","Deic","Future","Past","0","2","el próximo año",507,507,507,0,0
"1","87","Deic","Future","Past","0","3","los investigadores",225,225,225,0,0
"1","87","Deic","Future","Past","0","4","progresaron",489,489,489,0,0
"1","87","Deic","Future","Past","0","5","en sus estudios",439,439,439,0,0
"1","87","Deic","Future","Past","0","6","sobre la polución.",640,640,640,0,0
"1","1","Deic","Future","Future","1","1","Durante el festival,",727,727,727,0,0
"1","1","Deic","Future","Future","1","2","mañana",453,453,453,0,0
"1","1","Deic","Future","Future","1","3","los actores",256,256,256,0,0
"1","1","Deic","Future","Future","1","4","representarán",1596,1596,1596,0,0
"1","1","Deic","Future","Future","1","5","una obra",171,171,171,0,0
"1","1","Deic","Future","Future","1","6","de Moliere.",105,105,105,0,0
"1","55","Deic","Past","Past","1","1","Durante la ceremonia,",1083,1083,1083,0,0
"1","55","Deic","Past","Past","1","2","ayer por la tarde",479,479,479,0,0
"1","55","Deic","Past","Past","1","3","las chicas",493,493,493,0,0
"1","55","Deic","Past","Past","1","4","cantaron",309,309,309,0,0
"1","55","Deic","Past","Past","1","5","delante",311,311,311,0,0
"1","55","Deic","Past","Past","1","6","de toda la clase.",542,542,542,0,0
"1","17","Non-deic","none","Past","1","1","En el mercadillo,",702,702,702,0,0
"1","17","Non-deic","none","Past","1","2","el fin de semana",519,519,519,0,0
"1","17","Non-deic","none","Past","1","3","las clientas",343,343,343,0,0
"1","17","Non-deic","none","Past","1","4","regatearon",1351,1351,1351,0,0
"1","17","Non-deic","none","Past","1","5","para conseguir",1042,1042,1042,0,0
"1","17","Non-deic","none","Past","1","6","un precio mejor.",532,532,532,0,0
"1","98","Deic","Future","Past","0","1","Como siempre,",788,788,788,0,0
"1","98","Deic","Future","Past","0","2","en las próximas noches",495,495,720,1,0
"1","98","Deic","Future","Past","0","3","los lobos",226,663,602,1,1
"1","98","Deic","Future","Past","0","4","aullaron",225,389,225,0,1
"1","98","Deic","Future","Past","0","5","en la colina",647,647,647,0,0
"1","98","Deic","Future","Past","0","6","del pueblo.",372,372,372,0,0
"1","92","Deic","Future","Past","0","1","Antes de irse,",873,873,873,0,0
"1","92","Deic","Future","Past","0","2","el próximo domingo",392,392,392,0,0
"1","92","Deic","Future","Past","0","3","los sacerdotes",1389,1389,1389,0,0
"1","92","Deic","Future","Past","0","4","congregaron",758,758,1461,1,0
"1","92","Deic","Future","Past","0","5","a los fieles",391,1530,827,0,1
"1","92","Deic","Future","Past","0","6","delante de la iglesia.",549,549,549,0,0
"1","43","Non-deic","none","Future","1","1","En el centro comercial,",1108,1108,1108,0,0
"1","43","Non-deic","none","Future","1","2","el cinco de abril",1039,1039,1039,0,0
"1","43","Non-deic","none","Future","1","3","los malabaristas",583,583,583,0,0
"1","43","Non-deic","none","Future","1","4","amenizarán",799,799,799,0,0
"1","43","Non-deic","none","Future","1","5","la espera",323,323,644,1,0
"1","43","Non-deic","none","Future","1","6","de los clientes.",234,1019,698,0,1
"1","77","Deic","Past","Future","0","1","En Europa,",1111,1111,1111,0,0
"1","77","Deic","Past","Future","0","2","la década pasada",701,701,701,0,0
"1","77","Deic","Past","Future","0","3","los especuladores",523,523,523,0,0
"1","77","Deic","Past","Future","0","4","negociarán",719,719,719,0,0
"1","77","Deic","Past","Future","0","5","ventajas competitivas",1138,1138,1138,0,0
"1","77","Deic","Past","Future","0","6","en la Bolsa.",647,647,647,0,0
"1","21","Non-deic","none","Past","1","1","Debido a su edad,",756,756,756,0,0
"1","21","Non-deic","none","Past","1","2","durante el verano",900,900,900,0,0
"1","21","Non-deic","none","Past","1","3","los directores",269,269,269,0,0
"1","21","Non-deic","none","Past","1","4","jubilaron",803,803,803,0,0
"1","21","Non-deic","none","Past","1","5","al compañero",747,747,747,0,0
"1","21","Non-deic","none","Past","1","6","de Aitor.",222,222,222,0,0
"1","66","Deic","Past","Past","1","1","Durante la competición,",796,796,796,0,0
"1","66","Deic","Past","Past","1","2","ayer por la tarde",887,887,887,0,0
"1","66","Deic","Past","Past","1","3","los caballos",466,466,466,0,0
"1","66","Deic","Past","Past","1","4","trotaron",499,499,634,1,0
"1","66","Deic","Past","Past","1","5","en el recinto",399,1092,957,0,1
"1","66","Deic","Past","Past","1","6","con sus jinetes.",586,586,586,0,0
"1","19","Non-deic","none","Past","1","1","Bajo la guía de su supervisor,",1216,1216,1216,0,0
"1","19","Non-deic","none","Past","1","2","en verano",432,432,592,1,0
"1","19","Non-deic","none","Past","1","3","los alumnos",226,637,673,1,1
"1","19","Non-deic","none","Past","1","4","repensaron",954,1522,1512,1,1
"1","19","Non-deic","none","Past","1","5","la estructura",225,702,516,0,1
"1","19","Non-deic","none","Past","1","6","del proyecto.",373,373,373,0,0
"1","6","Deic","Future","Future","1","1","Como de costumbre,",1222,1222,1222,0,0
"1","6","Deic","Future","Future","1","2","mañana",425,425,425,0,0
"1","6","Deic","Future","Future","1","3","las abuelas",329,329,329,0,0
"1","6","Deic","Future","Future","1","4","despilfarrarán",1649,1649,1649,0,0
"1","6","Deic","Future","Future","1","5","todo el dinero",430,430,430,0,0
"1","6","Deic","Future","Future","1","6","en el bingo.",493,493,493,0,0
"1","88","Deic","Future","Past","0","1","Para saludar al público,",979,979,979,0,0
"1","88","Deic","Future","Past","0","2","el próximo domingo",936,936,936,0,0
"1","88","Deic","Future","Past","0","3","los deportistas",271,271,271,0,0
"1","88","Deic","Future","Past","0","4","batearon",1241,1241,1241,0,0
"1","88","Deic","Future","Past","0","5","pelotas",514,514,514,0,0
"1","88","Deic","Future","Past","0","6","hacia las gradas.",886,886,886,0,0
"1","23","Non-deic","none","Past","1","1","Por petición del jefe,",1167,1167,1167,0,0
"1","23","Non-deic","none","Past","1","2","en el mes de mayo",1217,1217,1217,0,0
"1","23","Non-deic","none","Past","1","3","los responsables",741,741,741,0,0
"1","23","Non-deic","none","Past","1","4","prorrogaron",1471,1471,1471,0,0
"1","23","Non-deic","none","Past","1","5","el plazo",435,435,435,0,0
"1","23","Non-deic","none","Past","1","6","de la matrícula.",619,619,619,0,0
"1","33","Non-deic","none","Future","1","1","En el gremio,",418,418,1103,1,0
"1","33","Non-deic","none","Future","1","2","a mediados de año",320,2070,1385,0,1
"1","33","Non-deic","none","Future","1","3","los empresarios",859,859,859,0,0
"1","33","Non-deic","none","Future","1","4","pagarán",429,429,429,0,0
"1","33","Non-deic","none","Future","1","5","mucha mercancia",1472,1472,1472,0,0
"1","33","Non-deic","none","Future","1","6","procedente de Italia.",568,568,568,0,0
"1","27","Non-deic","none","Past","1","1","Debido a su enfermedad,",1024,1024,1024,0,0
"1","27","Non-deic","none","Past","1","2","hacia la medianoche",711,711,862,1,0
"1","27","Non-deic","none","Past","1","3","los padres",248,399,248,0,1
"1","27","Non-deic","none","Past","1","4","reingresaron",699,699,937,1,0
"1","27","Non-deic","none","Past","1","5","a su hijo",216,704,466,0,1
"1","27","Non-deic","none","Past","1","6","en el hospital.",578,578,578,0,0
"1","57","Deic","Past","Past","1","1","Al publicar el escándalo,",1078,1078,1213,1,0
"1","57","Deic","Past","Past","1","2","la semana pasada",246,654,519,0,1
"1","57","Deic","Past","Past","1","3","los periodistas",514,514,514,0,0
"1","57","Deic","Past","Past","1","4","estigmatizaron",895,895,1166,1,0
"1","57","Deic","Past","Past","1","5","la fama",211,482,211,0,1
"1","57","Deic","Past","Past","1","6","del cantante.",671,671,671,0,0
"1","76","Deic","Past","Future","0","1","En el congreso,",840,840,840,0,0
"1","76","Deic","Past","Future","0","2","anteayer a las doce",751,751,751,0,0
"1","76","Deic","Past","Future","0","3","los opositores",706,706,706,0,0
"1","76","Deic","Past","Future","0","4","pactarán",1107,1107,1107,0,0
"1","76","Deic","Past","Future","0","5","la reforma",1240,1240,1240,0,0
"1","76","Deic","Past","Future","0","6","de las pensiones.",852,852,852,0,0
"1","18","Non-deic","none","Past","1","1","Con ocasión de la fiesta,",844,844,844,0,0
"1","18","Non-deic","none","Past","1","2","el fin de semana",662,662,662,0,0
"1","18","Non-deic","none","Past","1","3","las madres",447,447,924,1,0
"1","18","Non-deic","none","Past","1","4","frieron",310,1065,588,0,1
"1","18","Non-deic","none","Past","1","5","muchos buñuelos",818,818,818,0,0
"1","18","Non-deic","none","Past","1","6","para los niños.",357,357,357,0,0
"1","22","Non-deic","none","Past","1","1","A pesar de su contenido,",1619,1619,1619,0,0
"1","22","Non-deic","none","Past","1","2","durante el festival",715,715,715,0,0
"1","22","Non-deic","none","Past","1","3","los críticos",462,462,462,0,0
"1","22","Non-deic","none","Past","1","4","promocionaron",780,780,780,0,0
"1","22","Non-deic","none","Past","1","5","la película",346,346,346,0,0
"1","22","Non-deic","none","Past","1","6","de Tarantino.",390,390,390,0,0
"1","44","Non-deic","none","Future","1","1","Como siempre,",495,495,495,0,0
"1","44","Non-deic","none","Future","1","2","al comenzar el frío",2176,2176,2176,0,0
"1","44","Non-deic","none","Future","1","3","los mexicanos",619,619,619,0,0
"1","44","Non-deic","none","Future","1","4","anhelarán",535,535,535,0,0
"1","44","Non-deic","none","Future","1","5","el calor",460,460,460,0,0
"1","44","Non-deic","none","Future","1","6","de su país.",537,537,537,0,0
"1","48","Non-deic","none","Future","1","1","En el ambulatorio,",947,947,947,0,0
"1","48","Non-deic","none","Future","1","2","el mes de agosto",486,486,486,0,0
"1","48","Non-deic","none","Future","1","3","los enfermeros",788,788,788,0,0
"1","48","Non-deic","none","Future","1","4","auxiliarán",340,340,340,0,0
"1","48","Non-deic","none","Future","1","5","a decenas",197,197,389,1,0
"1","48","Non-deic","none","Future","1","6","de personas.",271,463,271,0,1
"2","30","Deic","Future","Future","1","1","En la bodega,",374,374,1020,1,0
"2","30","Deic","Future","Future","1","2","mañana a las cinco",655,655,655,0,0
"2","30","Deic","Future","Future","1","3","los sumilleres",843,843,843,0,0
"2","30","Deic","Future","Future","1","4","decantarán",365,365,365,0,0
"2","30","Deic","Future","Future","1","5","el vino",174,174,538,1,0
"2","30","Deic","Future","Future","1","6","más viejo.",693,1925,915,0,1
"2","80","Deic","Past","Past","1","1","Trabajando en equipo,",704,704,1027,1,0
"2","80","Deic","Past","Past","1","2","hace unos años",507,507,1124,0,0
"2","80","Deic","Past","Past","1","3","los climatólogos",651,651,1444,0,0
"2","80","Deic","Past","Past","1","4","dedujeron",388,388,388,0,0
"2","80","Deic","Past","Past","1","5","los efectos",381,381,381,0,0
"2","80","Deic","Past","Past","1","6","del cambio climático.",493,2226,493,0,1
"2","12","Deic","Future","Past","0","1","Como de costumbre,",662,662,662,0,0
"2","12","Deic","Future","Past","0","2","el próximo año",424,424,424,0,0
"2","12","Deic","Future","Past","0","3","las empresas",374,374,374,0,0
